time_s,robot_id,cycle_index,sync_error_ms,master_ts_us,local_ts_us,corrected_ts_us
225.645,4,921,0.4944,225645000.0,225651656.5,225645494.4
225.89,4,922,0.6624,225890000.0,225896782.2,225890662.4
226.135,4,923,1.976,226135000.0,226143653.4,226136976.0
226.38,4,924,-0.8965,226380000.0,226385603.5,226379103.5
226.625,4,925,-0.2964,226625000.0,226631325.0,226624703.6
226.87,4,926,0.2798,226870000.0,226876931.4,226870279.8
227.115,4,927,-0.3106,227115000.0,227121398.9,227114689.4
227.36,4,928,-0.7914,227360000.0,227365833.2,227359208.6
227.605,4,929,-1.7983,227605000.0,227609581.7,227603201.7
227.85,4,930,-0.5427,227850000.0,227855834.8,227849457.3
228.095,4,931,-1.0483,228095000.0,228100166.3,228093951.7
228.34,4,932,-1.377,228340000.0,228344389.7,228338623.0
228.585,4,933,-0.0224,228585000.0,228590513.7,228584977.6
228.83,4,934,-0.1263,228830000.0,228835219.0,228829873.7
229.075,4,935,1.5882,229075000.0,229082183.0,229076588.2
229.32,4,936,1.4443,229320000.0,229327210.6,229321444.3
229.565,4,937,-0.3182,229565000.0,229570411.6,229564681.8
229.81,4,938,0.4368,229810000.0,229816190.9,229810436.8
230.055,4,939,-1.0599,230055000.0,230059280.2,230053940.1
230.3,4,940,0.5969,230300000.0,230305923.8,230300596.9
230.545,4,941,1.4252,230545000.0,230552002.7,230546425.2
230.79,4,942,1.5884,230790000.0,230797520.8,230791588.4
231.035,4,943,-0.4394,231035000.0,231040682.2,231034560.6
231.28,4,944,1.3634,231280000.0,231287807.0,231281363.4
231.525,4,945,-1.5018,231525000.0,231529732.8,231523498.2
231.77,4,946,-1.1089,231770000.0,231775061.4,231768891.1
232.015,4,947,0.8996,232015000.0,232022417.1,232015899.6
232.26,4,948,1.5686,232260000.0,232268577.8,232261568.6
232.505,4,949,0.0973,232505000.0,232512171.5,232505097.3
232.75,4,950,-0.5723,232750000.0,232756537.9,232749427.7
232.995,4,951,-2.6319,232995000.0,232998959.0,232992368.1
233.24,4,952,-1.8782,233240000.0,233244173.2,233238121.8
233.485,4,953,0.6549,233485000.0,233491762.4,233485654.9
233.73,4,954,0.1755,233730000.0,233736184.3,233730175.5
233.975,4,955,-0.6337,233975000.0,233980293.9,233974366.3
234.22,4,956,0.5681,234220000.0,234226706.5,234220568.1
234.465,4,957,0.5841,234465000.0,234471772.9,234465584.1
234.71,4,958,1.2909,234710000.0,234717775.0,234711290.9
234.955,4,959,0.4261,234955000.0,234961812.5,234955426.1
235.2,4,960,1.4676,235200000.0,235208129.6,235201467.6
235.445,4,961,-0.0709,235445000.0,235451672.1,235444929.1
235.69,4,962,-0.3232,235690000.0,235696531.0,235689676.8
235.935,4,963,0.8931,235935000.0,235942953.5,235935893.1
236.18,4,964,-1.4826,236180000.0,236185509.1,236178517.4
236.425,4,965,2.5703,236425000.0,236435067.5,236427570.3
236.67,4,966,-0.2671,236670000.0,236677147.4,236669732.9
236.915,4,967,-0.3799,236915000.0,236922161.0,236914620.1
237.16,4,968,-0.479,237160000.0,237167341.1,237159521.0
237.405,4,969,0.6905,237405000.0,237413970.4,237405690.5
237.65,4,970,-0.733,237650000.0,237657675.8,237649267.0
237.895,4,971,-2.9258,237895000.0,237899805.7,237892074.2
238.14,4,972,0.6866,238140000.0,238148422.8,238140686.6
238.385,4,973,-1.2139,238385000.0,238391336.5,238383786.1
238.63,4,974,-0.5334,238630000.0,238636881.1,238629466.6
238.875,4,975,-1.6477,238875000.0,238880224.3,238873352.3
239.12,4,976,0.5229,239120000.0,239127397.8,239120522.9
239.365,4,977,-0.6223,239365000.0,239370991.6,239364377.7
239.61,4,978,0.2678,239610000.0,239616900.4,239610267.8
239.855,4,979,-0.0373,239855000.0,239861446.2,239854962.7
240.1,4,980,2.1391,240100000.0,240109104.1,240102139.1
240.345,4,981,1.8786,240345000.0,240354179.7,240346878.6
240.59,4,982,-0.2931,240590000.0,240596863.7,240589706.9
240.835,4,983,-0.2635,240835000.0,240841891.6,240834736.5
241.08,4,984,-0.4543,241080000.0,241086373.6,241079545.7
241.325,4,985,0.881,241325000.0,241333155.9,241325881.0
241.57,4,986,-0.6981,241570000.0,241576440.9,241569301.9
241.815,4,987,-0.6585,241815000.0,241821336.9,241814341.5
242.06,4,988,0.8289,242060000.0,242068023.8,242060828.9
242.305,4,989,-0.9999,242305000.0,242311210.4,242304000.1
242.55,4,990,-0.4309,242550000.0,242556818.0,242549569.1
242.795,4,991,-1.6976,242795000.0,242799972.7,242793302.4
243.04,4,992,0.7611,243040000.0,243047722.2,243040761.1
243.285,4,993,1.8822,243285000.0,243294213.1,243286882.2
243.53,4,994,0.3135,243530000.0,243537756.5,243530313.5
243.775,4,995,1.1088,243775000.0,243783652.1,243776108.8
244.02,4,996,-1.4094,244020000.0,244025889.6,244018590.6
244.265,4,997,0.0174,244265000.0,244272195.4,244265017.4
244.51,4,998,-1.0825,244510000.0,244515786.9,244508917.5
244.755,4,999,-0.0393,244755000.0,244761652.3,244754960.7
245.0,4,1000,0.8583,245000000.0,245007859.2,245000858.3
245.245,4,1001,-0.1257,245245000.0,245252061.7,245244874.3
245.49,4,1002,-1.5855,245490000.0,245495251.3,245488414.5
245.735,4,1003,-1.1595,245735000.0,245740375.3,245733840.5
245.98,4,1004,-0.8864,245980000.0,245985302.9,245979113.6
246.225,4,1005,1.1015,246225000.0,246232556.9,246226101.5
246.47,4,1006,2.5396,246470000.0,246479450.8,246472539.6
246.715,4,1007,1.4577,246715000.0,246723616.0,246716457.7
246.96,4,1008,-2.1038,246960000.0,246964712.8,246957896.2
247.205,4,1009,1.6189,247205000.0,247213700.2,247206618.9
247.45,4,1010,0.8611,247450000.0,247458125.5,247450861.1
247.695,4,1011,-1.5382,247695000.0,247700154.4,247693461.8
247.94,4,1012,-0.0189,247940000.0,247946651.8,247939981.1
248.185,4,1013,1.2107,248185000.0,248193337.2,248186210.7
248.43,4,1014,0.361,248430000.0,248437690.1,248430361.0
248.675,4,1015,-1.743,248675000.0,248680465.5,248673257.0
248.92,4,1016,0.489,248920000.0,248927776.3,248920489.0
249.165,4,1017,-2.373,249165000.0,249169485.3,249162627.0
249.41,4,1018,0.035,249410000.0,249416789.9,249410035.0
249.655,4,1019,1.4012,249655000.0,249663429.7,249656401.2
249.9,4,1020,-0.0556,249900000.0,249907093.2,249899944.4
250.145,4,1021,-0.6071,250145000.0,250151479.3,250144392.9
250.39,4,1022,0.9901,250390000.0,250398152.2,250390990.1
250.635,4,1023,1.0327,250635000.0,250643261.6,250636032.7
250.88,4,1024,1.3477,250880000.0,250888670.8,250881347.7
251.125,4,1025,0.6558,251125000.0,251133154.9,251125655.8
251.37,4,1026,0.5073,251370000.0,251378410.3,251370507.3
251.615,4,1027,-0.1627,251615000.0,251622999.1,251614837.3
251.86,4,1028,-0.4912,251860000.0,251867445.1,251859508.8
252.105,4,1029,-0.7918,252105000.0,252112240.8,252104208.2
252.35,4,1030,-1.1652,252350000.0,252356855.6,252348834.8
252.595,4,1031,-1.8221,252595000.0,252600692.4,252593177.9
252.84,4,1032,-1.201,252840000.0,252846007.8,252838799.0
253.085,4,1033,-0.4092,253085000.0,253091822.7,253084590.8
253.33,4,1034,0.1279,253330000.0,253337457.8,253330127.9
253.575,4,1035,1.4266,253575000.0,253583903.9,253576426.6
253.82,4,1036,-0.3457,253820000.0,253827131.7,253819654.3
254.065,4,1037,1.0014,254065000.0,254073393.0,254066001.4
254.31,4,1038,0.9919,254310000.0,254318490.9,254310991.9
254.555,4,1039,-0.5304,254555000.0,254561924.9,254554469.6
254.8,4,1040,0.4384,254800000.0,254807923.2,254800438.4
255.045,4,1041,-0.3313,255045000.0,255051924.3,255044668.7
255.29,4,1042,1.2725,255290000.0,255298810.0,255291272.5
255.535,4,1043,0.3241,255535000.0,255542993.4,255535324.1
255.78,4,1044,-1.6315,255780000.0,255785808.7,255778368.5
256.025,4,1045,-0.0648,256025000.0,256032438.1,256024935.2
256.27,4,1046,1.2947,256270000.0,256279228.9,256271294.7
256.515,4,1047,-0.865,256515000.0,256522040.6,256514135.0
256.76,4,1048,-0.175,256760000.0,256767802.3,256759825.0
257.005,4,1049,-0.1195,257005000.0,257012927.0,257004880.5
257.25,4,1050,-1.6812,257250000.0,257256034.9,257248318.8
257.495,4,1051,0.2715,257495000.0,257502898.6,257495271.5
257.74,4,1052,-1.4952,257740000.0,257745620.1,257738504.8
257.985,4,1053,-0.3136,257985000.0,257991548.9,257984686.4
258.23,4,1054,1.54,258230000.0,258238597.4,258231540.0
258.475,4,1055,0.5192,258475000.0,258482741.6,258475519.2
258.72,4,1056,-0.1254,258720000.0,258726955.0,258719874.6
258.965,4,1057,0.6275,258965000.0,258972863.1,258965627.5
259.21,4,1058,-0.0345,259210000.0,259217262.2,259209965.5
259.455,4,1059,0.1202,259455000.0,259462356.3,259455120.2
259.7,4,1060,0.7221,259700000.0,259708136.3,259700722.1
259.945,4,1061,-0.6999,259945000.0,259951482.2,259944300.1
260.19,4,1062,0.0933,260190000.0,260197410.4,260190093.3
260.435,4,1063,-0.3191,260435000.0,260441994.2,260434680.9
260.68,4,1064,-1.3499,260680000.0,260685473.1,260678650.1
260.925,4,1065,-0.3714,260925000.0,260931278.2,260924628.6
261.17,4,1066,2.0436,261170000.0,261179271.5,261172043.6
261.415,4,1067,0.5339,261415000.0,261422858.3,261415533.9
261.66,4,1068,-1.2907,261660000.0,261665815.2,261658709.3
261.905,4,1069,-1.3194,261905000.0,261910562.0,261903680.6
262.15,4,1070,0.4622,262150000.0,262157282.8,262150462.2
262.395,4,1071,1.9945,262395000.0,262404297.7,262396994.5
262.64,4,1072,0.0581,262640000.0,262647207.1,262640058.1
262.885,4,1073,1.6069,262885000.0,262894006.5,262886606.9
263.13,4,1074,0.2591,263130000.0,263137867.4,263130259.1
263.375,4,1075,0.2479,263375000.0,263383017.5,263375247.9
263.62,4,1076,-1.591,263620000.0,263625856.1,263618409.0
263.865,4,1077,0.8518,263865000.0,263873590.9,263865851.8
264.11,4,1078,-0.607,264110000.0,264117070.9,264109393.0
264.355,4,1079,0.6178,264355000.0,264363515.4,264355617.8
264.6,4,1080,-1.2959,264600000.0,264606509.6,264598704.1
264.845,4,1081,-0.0882,264845000.0,264852706.0,264844911.8
265.09,4,1082,0.0247,265090000.0,265097922.9,265090024.7
265.335,4,1083,-0.5191,265335000.0,265342322.6,265334480.9
265.58,4,1084,0.2457,265580000.0,265587999.8,265580245.7
265.825,4,1085,-0.3612,265825000.0,265832201.6,265824638.8
266.07,4,1086,-0.8241,266070000.0,266076749.3,266069175.9
266.315,4,1087,1.4785,266315000.0,266324461.7,266316478.5
266.56,4,1088,0.7585,266560000.0,266568800.8,266560758.5
266.805,4,1089,-0.9954,266805000.0,266811635.9,266804004.6
267.05,4,1090,0.5631,267050000.0,267058238.0,267050563.1
267.295,4,1091,-0.9438,267295000.0,267301671.6,267294056.2
267.54,4,1092,-1.1392,267540000.0,267546148.1,267538860.8
267.785,4,1093,1.1675,267785000.0,267793817.2,267786167.5
268.03,4,1094,-1.7539,268030000.0,268035538.7,268028246.1
268.275,4,1095,1.1319,268275000.0,268283702.7,268276131.9
268.52,4,1096,-0.0673,268520000.0,268527294.2,268519932.7
268.765,4,1097,-0.0651,268765000.0,268772350.5,268764934.9
269.01,4,1098,0.6277,269010000.0,269018103.0,269010627.7
269.255,4,1099,0.6114,269255000.0,269263315.7,269255611.4
269.5,4,1100,-0.7894,269500000.0,269506633.5,269499210.6
269.745,4,1101,0.8883,269745000.0,269753493.3,269745888.3
269.99,4,1102,0.111,269990000.0,269997775.0,269990111.0
270.235,4,1103,-1.2229,270235000.0,270241138.7,270233777.1
270.48,4,1104,0.0624,270480000.0,270487449.0,270480062.4
270.725,4,1105,1.6302,270725000.0,270734317.3,270726630.2
270.97,4,1106,1.6993,270970000.0,270979678.6,270971699.3
271.215,4,1107,0.2467,271215000.0,271223534.4,271215246.7
271.46,4,1108,-1.8673,271460000.0,271466252.1,271458132.7
271.705,4,1109,0.1284,271705000.0,271713276.2,271705128.4
271.95,4,1110,0.3214,271950000.0,271958715.4,271950321.4
272.195,4,1111,0.122,272195000.0,272203572.2,272195122.0
272.44,4,1112,0.2089,272440000.0,272448650.2,272440208.9
272.685,4,1113,-0.4196,272685000.0,272693151.1,272684580.4
272.93,4,1114,-0.6508,272930000.0,272937635.2,272929349.2
273.175,4,1115,-1.1709,273175000.0,273181999.0,273173829.1
273.42,4,1116,-2.1933,273420000.0,273425458.4,273417806.7
273.665,4,1117,0.486,273665000.0,273673150.4,273665486.0
273.91,4,1118,0.2647,273910000.0,273917973.1,273910264.7
274.155,4,1119,0.5663,274155000.0,274163425.8,274155566.3
274.4,4,1120,-1.2614,274400000.0,274406158.6,274398738.6
274.645,4,1121,0.9287,274645000.0,274653544.6,274645928.7
274.89,4,1122,2.1876,274890000.0,274900243.0,274892187.6
275.135,4,1123,0.0225,275135000.0,275142878.6,275135022.5
275.38,4,1124,-0.0158,275380000.0,275387717.4,275379984.2
275.625,4,1125,0.2918,275625000.0,275633169.1,275625291.8
275.87,4,1126,1.7844,275870000.0,275880244.0,275871784.4
276.115,4,1127,-1.6552,276115000.0,276121583.8,276113344.8
276.36,4,1128,-0.0302,276360000.0,276368062.9,276359969.8
276.605,4,1129,-1.0352,276605000.0,276611866.4,276603964.8
276.85,4,1130,-0.6551,276850000.0,276857176.5,276849344.9
277.095,4,1131,-0.1011,277095000.0,277102780.3,277094898.9
277.34,4,1132,1.2003,277340000.0,277349463.5,277341200.3
277.585,4,1133,1.3289,277585000.0,277595014.9,277586328.9
277.83,4,1134,-0.3311,277830000.0,277838398.4,277829668.9
278.075,4,1135,-1.1007,278075000.0,278082415.6,278073899.3
278.32,4,1136,2.081,278320000.0,278330865.8,278322081.0
278.565,4,1137,-1.226,278565000.0,278572368.3,278563774.0
278.81,4,1138,-1.1644,278810000.0,278817203.0,278808835.6
279.055,4,1139,-2.1648,279055000.0,279060765.3,279052835.2
279.3,4,1140,1.5665,279300000.0,279309577.5,279301566.5
279.545,4,1141,0.8827,279545000.0,279554071.0,279545882.7
279.79,4,1142,1.9649,279790000.0,279800817.4,279791964.9
280.035,4,1143,-2.1686,280035000.0,280041255.5,280032831.4
280.28,4,1144,1.0403,280280000.0,280289679.7,280281040.3
280.525,4,1145,-0.5422,280525000.0,280533021.0,280524457.8
280.77,4,1146,0.0493,280770000.0,280778911.0,280770049.3
281.015,4,1147,-2.295,281015000.0,281020973.3,281012705.0
281.26,4,1148,1.1921,281260000.0,281269719.3,281261192.1
281.505,4,1149,0.4166,281505000.0,281513908.3,281505416.6
281.75,4,1150,-0.3508,281750000.0,281757924.7,281749649.2
281.995,4,1151,0.4898,281995000.0,282003752.5,281995489.8
282.24,4,1152,-1.0249,282240000.0,282247066.7,282238975.1
282.485,4,1153,-0.7553,282485000.0,282492296.9,282484244.7
282.73,4,1154,-0.4743,282730000.0,282737443.0,282729525.7
282.975,4,1155,-1.6072,282975000.0,282980782.8,282973392.8
283.22,4,1156,1.2112,283220000.0,283229047.1,283221211.2
283.465,4,1157,1.416,283465000.0,283474449.8,283466416.0
283.71,4,1158,-0.5796,283710000.0,283717185.2,283709420.4
283.955,4,1159,0.8651,283955000.0,283963451.6,283955865.1
284.2,4,1160,0.1054,284200000.0,284207722.0,284200105.4
284.445,4,1161,0.6856,284445000.0,284453441.5,284445685.6
284.69,4,1162,-0.5656,284690000.0,284697301.4,284689434.4
284.935,4,1163,-0.5152,284935000.0,284942001.3,284934484.8
285.18,4,1164,1.4004,285180000.0,285189330.9,285181400.4
285.425,4,1165,0.0625,285425000.0,285432998.7,285425062.5
285.67,4,1166,2.0108,285670000.0,285680508.8,285672010.8
285.915,4,1167,-0.1582,285915000.0,285923144.7,285914841.8
286.16,4,1168,-1.2517,286160000.0,286166984.8,286158748.3
286.405,4,1169,0.9658,286405000.0,286414575.3,286405965.8
286.65,4,1170,0.1242,286650000.0,286658866.9,286650124.2
286.895,4,1171,0.0212,286895000.0,286903989.1,286895021.2
287.14,4,1172,0.4264,287140000.0,287149552.5,287140426.4
287.385,4,1173,-1.5143,287385000.0,287392347.4,287383485.7
287.63,4,1174,-0.7453,287630000.0,287637984.9,287629254.7
287.875,4,1175,-0.4772,287875000.0,287882938.8,287874522.8
288.12,4,1176,-1.5471,288120000.0,288126602.6,288118452.9
288.365,4,1177,-0.3463,288365000.0,288372842.1,288364653.7
288.61,4,1178,1.3873,288610000.0,288619769.0,288611387.3
288.855,4,1179,0.0362,288855000.0,288863457.1,288855036.2
289.1,4,1180,-1.4719,289100000.0,289106563.9,289098528.1
289.345,4,1181,-1.3747,289345000.0,289351319.1,289343625.3
289.59,4,1182,2.2043,289590000.0,289600190.8,289592204.3
289.835,4,1183,0.2732,289835000.0,289843091.6,289835273.2
290.08,4,1184,-0.3149,290080000.0,290087430.0,290079685.1
290.325,4,1185,0.2355,290325000.0,290332885.0,290325235.5
290.57,4,1186,-1.0923,290570000.0,290576448.0,290568907.7
290.815,4,1187,2.0354,290815000.0,290824935.4,290817035.4
291.06,4,1188,0.048,291060000.0,291067762.9,291060048.0
291.305,4,1189,1.711,291305000.0,291314882.4,291306711.0
291.55,4,1190,0.0498,291550000.0,291558310.4,291550049.8
291.795,4,1191,1.2922,291795000.0,291804970.8,291796292.2
292.04,4,1192,-0.3077,292040000.0,292048570.3,292039692.3
292.285,4,1193,0.2872,292285000.0,292294293.1,292285287.2
292.53,4,1194,-0.0018,292530000.0,292539139.1,292529998.2
292.775,4,1195,-0.2037,292775000.0,292784031.0,292774796.3
293.02,4,1196,-0.4117,293020000.0,293028707.5,293019588.3
293.265,4,1197,-0.952,293265000.0,293273017.5,293264048.0
293.51,4,1198,1.1118,293510000.0,293520602.4,293511111.8
293.755,4,1199,-2.017,293755000.0,293762222.5,293752983.0
294.0,4,1200,-0.6995,294000000.0,294008322.9,293999300.5
294.245,4,1201,-0.4162,294245000.0,294253342.5,294244583.8
294.49,4,1202,-0.1265,294490000.0,294498814.5,294489873.5
294.735,4,1203,-0.9259,294735000.0,294742823.1,294734074.1
294.98,4,1204,0.0613,294980000.0,294988723.1,294980061.3
295.225,4,1205,-0.3455,295225000.0,295233149.7,295224654.5
295.47,4,1206,-1.4067,295470000.0,295476460.9,295468593.3
295.715,4,1207,0.4338,295715000.0,295723377.6,295715433.8
295.96,4,1208,-0.5273,295960000.0,295967052.4,295959472.7
296.205,4,1209,-0.9991,296205000.0,296211298.8,296204000.9
296.45,4,1210,1.2242,296450000.0,296458551.2,296451224.2
296.695,4,1211,1.3799,296695000.0,296703979.3,296696379.9
296.94,4,1212,1.2769,296940000.0,296949032.9,296941276.9
297.185,4,1213,1.0999,297185000.0,297194088.3,297186099.9
297.43,4,1214,-1.5575,297430000.0,297436095.6,297428442.5
297.675,4,1215,-0.6899,297675000.0,297681788.4,297674310.1
297.92,4,1216,2.7488,297920000.0,297930796.7,297922748.8
298.165,4,1217,-0.668,298165000.0,298172178.8,298164332.0
298.41,4,1218,0.8889,298410000.0,298419175.4,298410888.9
298.655,4,1219,-0.4958,298655000.0,298662625.0,298654504.2
298.9,4,1220,0.3202,298900000.0,298908551.8,298900320.2
299.145,4,1221,-0.4802,299145000.0,299152703.2,299144519.8
299.39,4,1222,0.6846,299390000.0,299399143.9,299390684.6
299.635,4,1223,0.1033,299635000.0,299643641.1,299635103.3
0.0,5,0,-0.535,0.0,-535.0,-535.0
0.245,5,1,-0.0,245000.0,243745.7,245000.0
0.49,5,2,0.3815,490000.0,490330.3,490381.5
0.735,5,3,-0.5492,735000.0,733556.6,734450.8
0.98,5,4,0.6126,980000.0,980527.9,980612.6
1.225,5,5,1.4508,1225000.0,1228169.6,1226450.8
1.47,5,6,-0.378,1470000.0,1471641.0,1469622.0
1.715,5,7,-0.9855,1715000.0,1715885.8,1714014.5
1.96,5,8,-1.4712,1960000.0,1959924.1,1958528.8
2.205,5,9,-2.589,2205000.0,2202703.3,2202411.0
2.45,5,10,-1.2898,2450000.0,2448446.0,2448710.2
2.695,5,11,1.3261,2695000.0,2696575.1,2696326.1
2.94,5,12,-0.8621,2940000.0,2939091.0,2939137.9
3.185,5,13,-0.5512,3185000.0,3184202.6,3184448.8
3.43,5,14,0.0925,3430000.0,3429845.9,3430092.5
3.675,5,15,-0.7363,3675000.0,3673773.2,3674263.7
3.92,5,16,-0.6928,3920000.0,3918578.5,3919307.2
4.165,5,17,0.626,4165000.0,4164993.0,4165626.0
4.41,5,18,-0.2651,4410000.0,4408986.7,4409734.9
4.655,5,19,-0.0204,4655000.0,4654170.3,4654979.6
4.9,5,20,0.0735,4900000.0,4899125.1,4900073.5
5.145,5,21,1.5562,5145000.0,5145692.3,5146556.2
5.39,5,22,0.6054,5390000.0,5389789.9,5390605.4
5.635,5,23,0.7821,5635000.0,5634857.1,5635782.1
5.88,5,24,1.4728,5880000.0,5880790.7,5881472.8
6.125,5,25,0.2501,6125000.0,6124906.9,6125250.1
6.37,5,26,-0.1131,6370000.0,6369746.4,6369886.9
6.615,5,27,0.4663,6615000.0,6615647.9,6615466.3
6.86,5,28,0.4328,6860000.0,6860888.1,6860432.8
7.105,5,29,-0.3991,7105000.0,7104912.8,7104600.9
7.35,5,30,-0.0738,7350000.0,7350189.0,7349926.2
7.595,5,31,-1.1524,7595000.0,7594157.1,7593847.6
7.84,5,32,-1.0606,7840000.0,7839065.4,7838939.4
8.085,5,33,0.7062,8085000.0,8086024.1,8085706.2
8.33,5,34,0.162,8330000.0,8330638.1,8330162.0
8.575,5,35,0.1349,8575000.0,8575653.5,8575134.9
8.82,5,36,-0.0292,8820000.0,8820447.1,8819970.8
9.065,5,37,-0.3286,9065000.0,9065168.5,9064671.4
9.31,5,38,0.3913,9310000.0,9310951.7,9310391.3
9.555,5,39,0.5735,9555000.0,9556241.2,9555573.5
9.8,5,40,0.4795,9800000.0,9801215.5,9800479.5
10.045,5,41,-0.7019,10045000.0,10045004.0,10044298.1
10.29,5,42,0.8641,10290000.0,10291792.3,10290864.1
10.535,5,43,-0.4653,10535000.0,10535405.1,10534534.7
10.78,5,44,-0.0962,10780000.0,10780892.7,10779903.8
11.025,5,45,-0.4646,11025000.0,11025475.4,11024535.4
11.27,5,46,-0.4235,11270000.0,11270436.3,11269576.5
11.515,5,47,-1.3815,11515000.0,11514259.9,11513618.5
11.76,5,48,0.1997,11760000.0,11760987.4,11760199.7
12.005,5,49,2.2488,12005000.0,12008563.1,12007248.8
12.25,5,50,-1.3955,12250000.0,12249702.0,12248604.5
12.495,5,51,-0.6455,12495000.0,12495239.9,12494354.5
12.74,5,52,-0.9116,12740000.0,12739622.3,12739088.4
12.985,5,53,-0.7863,12985000.0,12984575.1,12984213.7
13.23,5,54,1.3925,13230000.0,13232017.0,13231392.5
13.475,5,55,-1.0169,13475000.0,13474359.1,13473983.1
13.72,5,56,-0.5694,13720000.0,13719600.7,13719430.6
13.965,5,57,-1.4337,13965000.0,13963267.6,13963566.3
14.21,5,58,-0.2561,14210000.0,14209266.4,14209743.9
14.455,5,59,-1.0579,14455000.0,14453128.5,14453942.1
14.7,5,60,1.5268,14700000.0,14700939.7,14701526.8
14.945,5,61,3.5367,14945000.0,14948544.1,14948536.7
15.19,5,62,-0.2775,15190000.0,15189747.4,15189722.5
15.435,5,63,-1.4534,15435000.0,15433190.3,15433546.6
15.68,5,64,1.3588,15680000.0,15681273.4,15681358.8
15.925,5,65,-0.4529,15925000.0,15924324.1,15924547.1
16.17,5,66,1.6549,16170000.0,16171758.6,16171654.9
16.415,5,67,-0.0781,16415000.0,16414863.9,16414921.9
16.66,5,68,-0.42,16660000.0,16659447.1,16659580.0
16.905,5,69,-0.178,16905000.0,16904994.7,16904822.0
17.15,5,70,0.7674,17150000.0,17151120.6,17150767.4
17.395,5,71,-0.4065,17395000.0,17394941.3,17394593.5
17.64,5,72,-0.6046,17640000.0,17639621.1,17639395.4
17.885,5,73,-0.1842,17885000.0,17884981.6,17884815.8
18.13,5,74,-1.4085,18130000.0,18128696.9,18128591.5
18.375,5,75,0.503,18375000.0,18375702.6,18375503.0
18.62,5,76,-1.7276,18620000.0,18618085.0,18618272.4
18.865,5,77,0.0858,18865000.0,18864699.1,18865085.8
19.11,5,78,1.3839,19110000.0,19111146.3,19111383.9
19.355,5,79,0.9323,19355000.0,19355601.7,19355932.3
19.6,5,80,1.0621,19600000.0,19600949.4,19601062.1
19.845,5,81,-0.0533,19845000.0,19845165.9,19844946.7
20.09,5,82,1.1543,20090000.0,20091650.7,20091154.3
20.335,5,83,0.8235,20335000.0,20336359.6,20335823.5
20.58,5,84,0.0556,20580000.0,20580788.3,20580055.6
20.825,5,85,0.5195,20825000.0,20826368.9,20825519.5
21.07,5,86,0.0183,21070000.0,21071159.4,21070018.3
21.315,5,87,-1.2528,21315000.0,21314734.5,21313747.2
21.56,5,88,-1.9411,21560000.0,21558652.1,21558058.9
21.805,5,89,0.1132,21805000.0,21805772.2,21805113.2
22.05,5,90,0.0717,22050000.0,22050926.1,22050071.7
22.295,5,91,0.5255,22295000.0,22296582.3,22295525.5
22.54,5,92,-1.599,22540000.0,22539153.1,22538401.0
22.785,5,93,-1.3061,22785000.0,22784192.0,22783693.9
23.03,5,94,0.4031,23030000.0,23030834.6,23030403.1
23.275,5,95,-0.2169,23275000.0,23275200.2,23274783.1
23.52,5,96,-1.719,23520000.0,23518025.7,23518281.0
23.765,5,97,1.0039,23765000.0,23765741.7,23766003.9
24.01,5,98,-1.2949,24010000.0,24008071.7,24008705.1
24.255,5,99,-0.0229,24255000.0,24254163.2,24254977.1
24.5,5,100,2.3489,24500000.0,24501922.5,24502348.9
24.745,5,101,2.5175,24745000.0,24747493.4,24747517.5
24.99,5,102,-0.9686,24990000.0,24988847.7,24989031.4
25.235,5,103,0.0494,25235000.0,25234914.2,25235049.4
25.48,5,104,0.4031,25480000.0,25480363.6,25480403.1
25.725,5,105,1.9441,25725000.0,25727452.9,25726944.1
25.97,5,106,-0.7866,25970000.0,25969726.9,25969213.4
26.215,5,107,-0.6518,26215000.0,26214749.1,26214348.2
26.46,5,108,1.5507,26460000.0,26462182.8,26461550.7
26.705,5,109,-0.7184,26705000.0,26704877.6,26704281.6
26.95,5,110,0.3633,26950000.0,26951196.9,26950363.3
27.195,5,111,-2.082,27195000.0,27193560.7,27192918.0
27.44,5,112,-0.4138,27440000.0,27440130.8,27439586.2
27.685,5,113,-1.7574,27685000.0,27683347.7,27683242.6
27.93,5,114,-0.9012,27930000.0,27929075.7,27929098.8
28.175,5,115,1.119,28175000.0,28176352.2,28176119.0
28.42,5,116,0.2307,28420000.0,28420288.2,28420230.7
28.665,5,117,-0.0939,28665000.0,28664968.2,28664906.1
28.91,5,118,-0.2596,28910000.0,28909455.6,28909740.4
29.155,5,119,0.5164,29155000.0,29155092.3,29155516.4
29.4,5,120,0.905,29400000.0,29400721.4,29400905.0
29.645,5,121,1.2588,29645000.0,29646542.5,29646258.8
29.89,5,122,-2.3814,29890000.0,29887215.8,29887618.6
30.135,5,123,-0.0688,30135000.0,30134370.9,30134931.2
30.38,5,124,1.0064,30380000.0,30380562.9,30381006.4
30.625,5,125,0.4337,30625000.0,30625256.3,30625433.7
30.87,5,126,0.9019,30870000.0,30870861.9,30870901.9
31.115,5,127,0.6481,31115000.0,31115701.9,31115648.1
31.36,5,128,-0.2319,31360000.0,31360018.0,31359768.1
31.605,5,129,-0.4433,31605000.0,31604754.6,31604556.7
31.85,5,130,-0.2474,31850000.0,31850095.2,31849752.6
32.095,5,131,1.22,32095000.0,32096771.3,32096220.0
32.34,5,132,-0.9343,32340000.0,32339517.3,32339065.7
32.585,5,133,-0.0093,32585000.0,32585323.4,32584990.7
